Features,Labels
"[163.01226947687098, 141.00354605470034, 228.0, 100.41912168506553, 148.00337833982033, 72.11102550927978, 35.014282800023196, 58.29857033049428, 44.19307054489762, 278.13010235415595]",heart
"[166.0752841334315, 146.0, 229.0, 106.5269918846862, 146.12323566086263, 73.06161783043132, 39.05124837953327, 68.96248897457819, 50.33215888165955, 279.92067866602605]",heart
"[157.07959765672945, 139.00359707575916, 224.0, 98.59513172565875, 141.12760183606892, 70.02856560004639, 36.0, 66.03751102542181, 49.52476847283419, 275.8085717643233]",heart
"[160.0781059358212, 135.0148140020198, 217.0, 101.82337649086284, 145.03103116229988, 70.00714249274856, 36.013886210738214, 62.78388844269252, 45.0, 281.3633946821019]",heart
"[171.0263137648707, 138.01449199268893, 224.0, 105.4229576515476, 151.11915828246265, 74.02702209328699, 38.01315561749642, 68.96248897457819, 51.93434890126956, 285.8931359100219]",heart
"[155.0129026887762, 138.13037319865606, 219.0, 95.13148795220224, 138.0905500025255, 71.11258679024411, 37.05401462729781, 70.64100582430528, 50.11731484997264, 282.8590985819444]",heart
"[164.00304875214974, 147.0, 228.0, 106.10372283760829, 146.0, 75.0, 39.01281840626232, 65.22485943116808, 46.52752544221293, 284.6208739886317]",heart
"[156.01281998605114, 144.01388821915754, 216.0, 96.87620966986684, 138.00362314084367, 71.00704190430693, 36.013886210738214, 64.09349200048561, 45.418209941497096, 280.7842978675626]",heart
"[175.10282693320517, 142.01408380861386, 216.0, 96.20810776644555, 151.16216457830973, 65.37583651472461, 34.132096331752024, 64.88516511385544, 46.68468431789629, 282.19160066513166]",heart
"[172.5688268488837, 150.02999700059985, 220.0, 113.86395390991831, 152.16109883935513, 71.00704190430693, 37.013511046643494, 62.24145939893998, 46.06749968374021, 285.6290215569039]",heart
"[161.00310556011024, 146.00342461736986, 225.0, 106.07544484940895, 143.1258187749506, 69.18092222571191, 35.05709628591621, 63.43494882292201, 45.763898460929994, 278.33163125678766]",heart
"[161.01242188104618, 142.03168660548954, 220.0, 105.75916035975324, 147.08500943332058, 72.17340230306452, 38.05259518088089, 67.16634582208245, 49.98633377123549, 281.32599340859787]",heart
"[161.01242188104618, 147.00340132119393, 224.0, 92.69843580125827, 141.01418368376991, 73.02739212103907, 37.013511046643494, 67.38013505195957, 47.185800806775596, 283.5631061895553]",heart
"[172.01162751395617, 147.12239802287073, 235.0, 102.9417310909429, 155.15798400340216, 78.31347265956222, 41.10960958218893, 56.68936917543919, 39.87683446287185, 285.11775262922373]",heart
"[163.01226947687098, 141.0319112825179, 216.0, 104.01922899156675, 150.08331019803634, 76.05918747922567, 38.01315561749642, 69.90476880809518, 52.028396238949604, 279.3248485125703]",heart
"[172.04650534085255, 148.05404418657398, 223.0, 110.34491379306978, 154.00324671902212, 79.05694150420949, 40.01249804748511, 68.68208772453845, 46.46880071438582, 280.51672671154745]",heart
"[171.0730837975396, 145.08618128546908, 221.0, 97.30878685915265, 157.07959765672945, 74.43117626371358, 37.12142238654117, 53.426969021480666, 39.579404716237626, 282.18156481206574]",heart
"[168.1071087134628, 147.00340132119393, 228.0, 101.23734488813898, 151.21177202850313, 77.10382610480494, 39.05124837953327, 62.17590361574674, 42.197548480133214, 280.27025888566675]",heart
"[162.00308639035245, 142.0, 232.0, 107.48953437428223, 151.0, 84.02380615040002, 44.01136216933077, 65.65891006330749, 45.75384833307077, 277.39789041108725]",heart
"[152.029602380589, 139.01438774457844, 215.0, 94.847245611035, 133.01503674397117, 69.02897942168927, 37.05401462729781, 64.79887635452492, 42.436229788534995, 281.5855851976696]",heart
"[160.00312496948303, 138.00362314084367, 222.0, 94.847245611035, 144.05554484295286, 77.10382610480494, 38.05259518088089, 68.45902408146156, 47.563770211465, 279.2896057342167]",heart
"[161.01242188104618, 137.0, 225.0, 94.11163583744573, 145.08618128546908, 72.17340230306452, 37.013511046643494, 62.74467162505693, 42.847037210899536, 284.501309881511]",heart
"[172.02616080119907, 145.0, 223.0, 96.42613753542138, 159.05030650709227, 80.05623023850174, 40.049968789001575, 69.77514056883192, 49.205357001708585, 279.1654555407009]",heart
"[160.0124995117569, 141.00354605470034, 228.0, 103.96634070698074, 147.00340132119393, 75.02666192761077, 38.05259518088089, 62.81888891452278, 43.83086067209258, 278.13010235415595]",heart
"[163.04907236779974, 140.05713120009278, 225.0, 109.60383204979651, 146.00342461736986, 76.0, 39.01281840626232, 63.43494882292201, 45.369645061847024, 281.04410582417387]",heart
"[179.0111728356641, 152.0131573252789, 236.0, 118.86967653695369, 163.11039206623224, 81.30190649671138, 42.1070065428546, 68.4286928087454, 47.045408488887226, 279.6544459349009]",heart
"[162.01234520862909, 140.0142849854971, 222.0, 96.89685237405806, 146.03081866510234, 72.02777242147643, 37.0, 62.10272896905237, 43.745548377318464, 284.49420386895747]",heart
"[169.00295855398508, 142.01408380861386, 228.0, 108.2081327812286, 163.01226947687098, 85.0, 44.04543109109048, 66.29735404903376, 46.12330271407542, 275.53751330725834]",heart
"[165.01212076693034, 149.01342221424215, 229.0, 103.47946656221224, 145.0, 74.02702209328699, 39.01281840626232, 59.03624346792648, 41.08175113593263, 282.4346210034397]",heart
"[162.0, 143.0034964607509, 216.0, 98.3107318658548, 145.0551619212498, 70.25667228100119, 37.12142238654117, 57.52880770915151, 43.76359239714385, 288.25541143774694]",heart
"[170.0470523119998, 142.01408380861386, 229.0, 115.88356225108029, 157.07959765672945, 74.43117626371358, 38.2099463490856, 67.47943439710312, 50.95410743116502, 283.49573328079583]",heart
"[152.11837495845134, 137.03284277865654, 217.0, 100.40916292848975, 144.08677940741129, 71.11258679024411, 37.12142238654117, 60.25511870305777, 45.0, 280.4399180429445]",heart
"[169.01183390520322, 146.01369798755184, 233.0, 108.30050784737807, 155.00322577288512, 80.00624975587844, 41.012193308819754, 65.13630342824813, 47.61954879539468, 280.57751914912006]",heart
"[171.00292395160966, 146.01369798755184, 228.0, 104.65180361560904, 158.02847844613325, 81.15417426109393, 42.04759208325728, 62.850318302216834, 45.0, 278.4773452512418]",heart
"[169.00295855398508, 138.05795884337854, 230.0, 102.6498904042279, 160.1998751560063, 76.53103945458993, 40.311288741492746, 54.78240703180729, 42.23614262908744, 279.9111196833926]",heart
"[165.00303027520434, 141.00354605470034, 231.0, 103.32473082471591, 152.029602380589, 72.3394774656273, 38.118237105091836, 55.12467165539782, 42.64670313389169, 283.74836758437294]",heart
"[171.0, 153.05227865013967, 218.0, 103.47946656221224, 156.01281998605114, 77.02596964660685, 39.0, 68.45902408146156, 48.91824886406737, 277.0799045312992]",heart
"[170.01176429882727, 144.00347218036097, 237.0, 111.8659912573969, 159.02829936838285, 79.0, 42.01190307520001, 62.300527191945, 47.898576799281706, 279.1755297452193]",heart
"[164.19500601419034, 142.03168660548954, 221.0, 97.62171889492625, 154.0, 77.31752712031083, 40.19950248448356, 55.92280471986926, 43.339717631017194, 274.2694938453775]",heart
"[157.1146078504478, 138.0, 239.0, 106.5269918846862, 145.16886718577092, 76.02631123499285, 41.012193308819754, 61.606980578617005, 39.66784111834044, 282.09908063416606]",heart
"[163.19620093617377, 142.0563268566381, 216.0, 99.35793878699377, 150.16324450410627, 77.10382610480494, 39.05124837953327, 69.77514056883192, 49.89909245378776, 281.1005700215053]",heart
"[177.01129907438113, 141.05672617780408, 230.0, 99.86490875177326, 161.69724796668618, 75.95393340703298, 40.19950248448356, 48.01278750418334, 34.80401175271321, 285.52411099675425]",heart
"[170.14405661086138, 142.12670403551894, 221.0, 107.05606008068857, 156.01281998605114, 76.00657866263946, 39.0, 66.97450799147197, 49.16650488554868, 279.1671125601009]",heart
"[154.0519392932137, 139.00359707575916, 216.0, 85.58621384311844, 138.1774221788784, 70.11419257183242, 35.05709628591621, 67.01128319791937, 46.420265546399044, 280.9340442826667]",heart
"[161.02794788483146, 147.00340132119393, 222.0, 98.29038610159185, 146.05478424207814, 74.00675644831355, 37.013511046643494, 65.32313682966294, 45.412192741402315, 279.6276900931735]",heart
"[154.0, 145.03103116229988, 222.0, 96.93812459502195, 144.0, 76.0, 39.01281840626232, 68.96248897457819, 47.09015915371068, 278.13010235415595]",heart
"[177.22866585290316, 154.0519392932137, 245.0, 117.41379816699569, 158.38244852255568, 77.23341245859851, 41.10960958218893, 53.3929251873925, 35.99149625797484, 280.2291077414146]",heart
"[153.0294089382822, 137.00364958642524, 211.0, 96.89685237405806, 143.0034964607509, 70.00714249274856, 38.01315561749642, 60.80251395393552, 46.254451622681536, 277.7455726945715]",heart
"[160.04999218994044, 146.01369798755184, 237.0, 107.5174404457249, 143.28293687665675, 75.16648189186454, 39.11521443121589, 66.97450799147197, 46.50743575877497, 279.078757865989]",heart
"[160.0124995117569, 142.0, 223.0, 105.38026380684383, 151.0, 77.0, 40.0, 60.42216131873867, 43.84654954889463, 272.2305169152965]",heart
"[157.00318468107582, 143.0034964607509, 218.0, 101.86265262597475, 146.00342461736986, 76.02631123499285, 39.05124837953327, 61.606980578617005, 43.40885972880541, 275.4403320310055]",heart
"[180.00277775634464, 157.0, 233.0, 110.34491379306978, 163.0, 79.0, 40.0, 65.22485943116808, 46.46880071438582, 277.1250163489018]",heart
"[172.18594600024707, 145.03103116229988, 228.0, 98.00510190801293, 151.0132444522665, 75.32595834106593, 39.11521443121589, 53.426969021480666, 36.285267125138844, 288.81911017012175]",heart
"[167.0269439342048, 141.00354605470034, 222.0, 109.04127658827184, 148.0135128966271, 71.11258679024411, 38.118237105091836, 65.89776549883887, 47.97373108248011, 284.9812200520189]",heart
"[165.04847772699995, 144.00347218036097, 227.0, 103.32473082471591, 150.11995203836165, 75.1065909225016, 38.01315561749642, 60.94539590092286, 42.64670313389169, 282.23451415849604]",heart
"[166.19265928433782, 139.0898989862312, 221.0, 109.87720418721983, 150.00333329629711, 74.06078584514209, 38.01315561749642, 66.97450799147197, 49.05934636479925, 281.263482723748]",heart
"[167.0029939851379, 146.01369798755184, 229.0, 106.88779163215975, 146.03081866510234, 73.02739212103907, 38.01315561749642, 65.22485943116808, 47.65419551340662, 281.4010133246826]",heart
"[169.00295855398508, 141.01418368376991, 223.0, 106.66770832824712, 151.11915828246265, 78.05767098754612, 40.01249804748511, 68.68208772453845, 51.08852815419517, 281.1906037295198]",heart
"[167.0, 149.03019828209315, 226.0, 103.96634070698074, 153.00326793895613, 75.02666192761077, 40.01249804748511, 60.94539590092286, 43.83086067209258, 277.78950193049604]",heart
"[175.025712396779, 149.00335566691106, 234.0, 105.75916035975324, 159.20113064925135, 74.33034373659252, 38.118237105091836, 53.97262661489639, 40.0136662287645, 279.4890539181208]",heart
"[161.00310556011024, 139.0, 235.0, 107.44766167767449, 144.08677940741129, 74.10802925459562, 38.01315561749642, 69.90476880809518, 51.42347043655657, 278.7084738749549]",heart
"[167.0029939851379, 152.00328943809077, 219.0, 104.00480758118829, 145.00344823486094, 74.00675644831355, 38.01315561749642, 64.05770451012833, 43.05191499348505, 282.2647737278924]",heart
"[156.01281998605114, 135.03332921912278, 222.0, 101.13851887386922, 147.03060905811415, 77.05841939723393, 39.01281840626232, 62.81888891452278, 43.79816693554788, 273.4851511181748]",heart
"[169.00295855398508, 149.01342221424215, 230.0, 97.67292357659824, 148.03040228277433, 76.02631123499285, 38.01315561749642, 62.78388844269252, 42.51044707800084, 283.529490364346]",heart
"[171.00292395160966, 143.0, 228.0, 115.42096863222038, 156.11534197509224, 83.2946576918352, 44.10215414239989, 71.93952806380082, 52.037940763184665, 280.8760571383411]",heart
"[166.02710622064097, 146.0, 226.0, 102.55242561733974, 149.03019828209315, 72.00694410957877, 38.0, 60.25511870305777, 43.814739181377604, 281.39261030915014]",heart
"[173.1415605797753, 146.08559134972896, 222.0, 103.23759005323593, 158.0, 76.16429609731846, 38.05259518088089, 56.68936917543919, 45.0, 285.327152584533]",heart
"[164.02743672934722, 137.00364958642524, 227.0, 106.5269918846862, 155.0290295396317, 77.0, 40.049968789001575, 66.97450799147197, 50.33215888165955, 274.1269292239946]",heart
"[180.00277775634464, 153.0130713370593, 228.0, 116.10340218959993, 166.02710622064097, 83.09632964216891, 43.01162633521314, 65.05609473657542, 47.79270236571328, 280.7748200757381]",heart
"[175.0114281982751, 151.00331122197287, 223.0, 104.00480758118829, 154.00324671902212, 78.00640999302557, 39.0, 66.44773632710535, 46.94808500651495, 284.2736310915459]",heart
"[161.01242188104618, 144.0, 229.0, 101.13851887386922, 146.03081866510234, 76.02631123499285, 40.01249804748511, 65.89776549883887, 46.20183306445212, 278.50922522131407]",heart
"[159.07859692617356, 145.01379244747721, 233.0, 96.89685237405806, 146.08559134972896, 75.0066663703967, 39.01281840626232, 67.93210043758978, 46.254451622681536, 277.0909472109441]",heart
"[169.04733065032408, 141.01418368376991, 229.0, 107.48953437428223, 160.04999218994044, 79.00632886041473, 39.0, 62.850318302216834, 45.75384833307077, 273.543957425521]",heart
"[181.04419349981927, 155.00322577288512, 235.0, 110.3177229641729, 165.0, 82.05485969764375, 41.012193308819754, 60.57254359681026, 44.26547896574518, 281.6062305503288]",heart
"[174.01149387324966, 142.03168660548954, 228.0, 94.33981132056604, 156.46085772486356, 73.348483283569, 38.63935817272331, 46.12330271407542, 32.005383208083494, 289.55888404313725]",heart
"[158.01265772082945, 137.09121051329294, 220.0, 103.39245620450265, 147.08500943332058, 74.10802925459562, 38.05259518088089, 67.16634582208245, 48.13635836833259, 278.74250422900894]",heart
"[164.04877323527901, 139.00359707575916, 222.0, 103.27632836231156, 150.08331019803634, 76.02631123499285, 40.01249804748511, 62.81888891452278, 43.43064519525102, 279.2246153734176]",heart
"[168.1071087134628, 145.0, 221.0, 99.08582138732059, 151.0, 76.05918747922567, 39.05124837953327, 61.50436138175502, 42.54596832547292, 279.87783628985557]",heart
"[161.0496817755316, 131.01526628603247, 220.0, 101.53324578678651, 145.1240848377691, 68.11754546370561, 36.05551275463989, 66.03751102542181, 50.19442890773481, 281.53289841500555]",heart
"[167.01197561851666, 145.03103116229988, 224.0, 103.24727599312246, 148.00337833982033, 77.00649323271382, 40.0, 64.6538240580533, 45.78482460299188, 279.57032543451123]",heart
"[161.0, 138.00362314084367, 224.0, 98.99494936611666, 146.01369798755184, 75.05997601918082, 39.01281840626232, 63.43494882292201, 45.0, 283.3924977537511]",heart
"[172.04650534085255, 145.01379244747721, 239.0, 110.11357772772621, 157.15597347857954, 78.16009211867653, 39.05124837953327, 69.90476880809518, 50.527540151656176, 280.3879348585762]",heart
"[166.00301202086666, 139.0898989862312, 221.0, 107.89810007595129, 152.16109883935513, 73.17103251970687, 36.05551275463989, 73.68614757373945, 55.57352341856092, 280.84156888125926]",heart
"[163.01226947687098, 135.0148140020198, 234.0, 104.00480758118829, 152.0131573252789, 77.02596964660685, 40.01249804748511, 60.94539590092286, 43.05191499348505, 278.15663227023174]",heart
"[160.0124995117569, 133.0338302838793, 221.0, 104.35037134576953, 146.08559134972896, 74.16872656315464, 36.05551275463989, 69.44395478041653, 50.053826050064366, 279.11688516026055]",heart
"[157.01273833673497, 131.00381673829202, 223.0, 101.41498903022176, 143.0034964607509, 71.02816342831905, 36.013886210738214, 67.93210043758978, 49.39870535499553, 277.76516601842536]",heart
"[170.0, 140.05713120009278, 229.0, 116.40017182117903, 158.2024020045208, 76.6550715869472, 40.19950248448356, 70.76932762433871, 53.031656094483736, 280.73293574547574]",heart
"[162.30834852218786, 139.12943613772032, 214.0, 99.00505037623081, 148.05404418657398, 73.00684899377592, 37.013511046643494, 60.80251395393552, 45.818455461688615, 284.5106616735904]",heart
"[180.13605968822566, 149.08386901338454, 241.0, 105.43718509140881, 158.15498727514097, 74.67261881037788, 40.311288741492746, 48.01278750418334, 35.34816653319575, 293.52787297749484]",heart
